epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,299.248,1.65907,1.87128,1.79982,0.66366,0.46154,0.58102,0.30292,1.72267,1.82168,1.75068,0.0008912,0.0008912,0.0008912
58,304.576,1.62734,1.6194,1.74082,0.2979,0.5,0.34494,0.17166,1.82498,2.09562,1.84412,0.0008714,0.0008714,0.0008714
59,308.682,1.53124,1.54211,1.67968,0.37712,0.30293,0.24579,0.12893,1.863,2.93591,2.0447,0.0008516,0.0008516,0.0008516
60,313.344,1.55382,1.48163,1.69942,0.33381,0.30838,0.30305,0.13116,1.819,2.57752,1.9131,0.0008318,0.0008318,0.0008318
61,318.302,1.54587,1.57932,1.68553,0.69715,0.35462,0.45985,0.21254,1.66011,2.56655,1.72503,0.000812,0.000812,0.000812
62,322.903,1.60871,1.66837,1.69445,0.34781,0.23077,0.24582,0.10277,1.87037,3.15917,1.97961,0.0007922,0.0007922,0.0007922
63,327.504,1.54622,1.52826,1.68195,0.5333,0.42308,0.36779,0.1593,1.83213,2.40214,1.96766,0.0007724,0.0007724,0.0007724
64,332.645,1.47097,1.46539,1.63972,0.86466,0.73738,0.81509,0.36477,1.59712,1.52924,1.80275,0.0007526,0.0007526,0.0007526
65,336.789,1.51819,1.40955,1.62938,0.98783,0.76923,0.80243,0.44056,1.53202,1.62533,1.69577,0.0007328,0.0007328,0.0007328
66,341.495,1.6377,1.62907,1.77432,0.95387,0.79576,0.87127,0.45532,1.65425,1.48909,1.80577,0.000713,0.000713,0.000713
67,346.505,1.45568,1.47876,1.63563,0.83119,0.75785,0.81041,0.37815,1.62671,1.56178,1.81459,0.0006932,0.0006932,0.0006932
68,351.358,1.4431,1.40463,1.6109,0.88158,0.65385,0.76095,0.36293,1.64212,1.59695,1.87947,0.0006734,0.0006734,0.0006734
69,356.542,1.44275,1.3933,1.60991,0.78872,0.73077,0.81361,0.40067,1.57717,1.41377,1.7934,0.0006536,0.0006536,0.0006536
70,361.521,1.52074,1.51821,1.68806,0.9035,0.72061,0.83402,0.4542,1.47216,1.28088,1.70806,0.0006338,0.0006338,0.0006338
71,365.811,1.42915,1.2739,1.59072,1,0.57318,0.76817,0.42726,1.56458,1.4669,1.71861,0.000614,0.000614,0.000614
72,370.423,1.39308,1.25245,1.56876,0.84101,0.69231,0.8099,0.44596,1.56092,1.41529,1.71482,0.0005942,0.0005942,0.0005942
73,375.533,1.49309,1.47208,1.62831,0.9795,0.80769,0.91791,0.57221,1.34131,1.22333,1.52764,0.0005744,0.0005744,0.0005744
74,380.052,1.39099,1.26254,1.58336,0.88239,0.88462,0.88835,0.52761,1.37141,1.02528,1.59504,0.0005546,0.0005546,0.0005546
75,384.332,1.35881,1.2225,1.5266,0.95577,0.88462,0.93534,0.59739,1.28001,1.10091,1.49174,0.0005348,0.0005348,0.0005348
